name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York,2023-05-04,12.5,9,10.6,12.5,7.1,10.2,6.7,76.6,0.887,100,20.83,rain,0,0,20.5,13.9,12.3,1010.3,97.6,15.7,89.3,7.9,5,10,2023-05-04T05:51:11,2023-05-04T19:55:12,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-05,17.4,9,12.9,17.4,8,12.8,6.3,66.5,0.108,100,4.17,rain,0,0,16.6,17.7,54,1021.4,57.4,15.5,201.6,17.2,9,10,2023-05-05T05:49:59,2023-05-05T19:56:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-06,22.8,9.3,16.5,22.8,8.7,16.4,5.5,52.4,0,0,0,,0,0,38.9,15.8,323.8,1022.5,27,16,299.3,25.9,10,10,2023-05-06T05:48:48,2023-05-06T19:57:15,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-07,25.1,13.5,19.1,25.1,13.5,19.1,5.7,43.1,0.37,100,8.33,rain,0,0,40.7,22,275.3,1015.1,32.8,15.9,278.9,23.9,9,10,2023-05-07T05:47:38,2023-05-07T19:58:16,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-08,24.8,14.8,20,24.8,14.8,20,7.9,49.7,0.048,100,4.17,rain,0,0,42.5,25.6,323.9,1008.3,49.3,16,295.3,25.6,9,10,2023-05-08T05:46:30,2023-05-08T19:59:17,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-09,20.4,13.2,16.3,20.4,13.2,16.3,0.5,35.2,0,0,0,,0,0,35.3,15.2,54.1,1014.2,34.1,16,232.6,20,10,10,2023-05-09T05:45:23,2023-05-09T20:00:18,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-10,22.6,10.7,16.4,22.6,10.7,16.4,4,47.3,0,0,0,,0,0,27.7,12.8,286.7,1019.9,16.7,16,302.5,26.1,9,10,2023-05-10T05:44:17,2023-05-10T20:01:18,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-11,27.2,14.2,21.1,26.7,14.2,21.1,3.8,33.2,0,0,0,,0,0,40.6,15.3,261.9,1018.7,21.5,15.6,290,25,9,10,2023-05-11T05:43:13,2023-05-11T20:02:18,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-12,30.7,18.4,24.6,29,18.4,24.1,7.4,34.2,0,0,0,,0,0,40.7,17.9,269.7,1017.1,38.5,15.4,284.4,24.6,10,10,2023-05-12T05:42:11,2023-05-12T20:03:18,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-13,27.5,21.8,24.4,27.1,21.8,24.4,8.8,38.1,0,0,0,,0,0,37.1,18.9,288.8,1015.6,39,16,174.6,14.8,7,10,2023-05-13T05:41:10,2023-05-13T20:04:17,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-14,23.4,15.5,19.3,23.4,15.5,19.3,1.1,30,0,0,0,,0,0,48.2,17.4,15.5,1021.2,29,16,317.9,27.5,10,10,2023-05-14T05:40:10,2023-05-14T20:05:15,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-15,23.4,11.9,18.3,23.4,11.9,18.3,0.6,31.8,0,0,0,,0,0,37.9,20.4,280.3,1021.5,20,16,300.1,26,9,10,2023-05-15T05:39:13,2023-05-15T20:06:14,0.86,Clear,Partly cloudy throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-16,26.2,14.9,21.3,26.2,14.9,21.3,4.1,34.5,0,0,0,,0,0,44.5,24.9,241,1006.9,22.9,16,282,24.4,10,10,2023-05-16T05:38:16,2023-05-16T20:07:12,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-17,22,11.9,16.5,22,11.9,16.5,0,34.2,0,0,0,,0,0,50,24.2,336.5,1007.7,27.4,16,314.5,27.1,10,10,2023-05-17T05:37:22,2023-05-17T20:08:09,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-18,15.3,7,11.9,15.3,5.8,11.4,-0.7,43.3,0,0,0,,0,0,36.8,22.6,94.9,1025.3,7.7,16,312.7,27.1,10,10,2023-05-18T05:36:29,2023-05-18T20:09:05,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-19,20.6,11.7,15.8,20.6,11.7,15.8,8.2,61.5,0,0,0,,0,0,47.7,31.7,159.7,1026.4,26.9,16,287.3,24.8,9,10,2023-05-19T05:35:38,2023-05-19T20:10:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-20,18.6,14.2,16.3,18.6,14.2,16.3,14.7,90.5,21.777,100,58.33,rain,0,0,25.9,13.1,77.6,1017.2,95.1,6.8,63.2,5.3,2,10,2023-05-20T05:34:48,2023-05-20T20:10:57,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-21,21.2,13.5,17.8,21.2,13.5,17.8,9.9,61.3,0.412,100,8.33,rain,0,0,46.4,22.3,313,1013.7,66,15.4,204.1,17.6,8,10,2023-05-21T05:34:00,2023-05-21T20:11:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-22,23.2,14,18.1,23.2,14,18.1,10,60.2,0,0,0,,0,0,33.5,18.9,85,1021.1,19.4,15.3,263.8,22.8,9,10,2023-05-22T05:33:14,2023-05-22T20:12:46,0.1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-23,20,13.3,16,20,13.3,16,8.4,62.3,0,0,0,,0,0,29.5,20,94.7,1026.1,52.6,15.9,277.2,24,9,10,2023-05-23T05:32:30,2023-05-23T20:13:39,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-24,24.9,12.1,17,24.9,12.1,17,6.4,51.6,1.131,100,12.5,rain,0,0,51.8,26.2,21.3,1017.9,38.9,15.7,264.1,22.8,8,10,2023-05-24T05:31:48,2023-05-24T20:14:31,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-25,19.7,10.6,15.3,19.7,10.6,15.3,3.3,46.6,0.082,100,4.17,rain,0,0,50.2,31.8,16.9,1019.9,25.4,16,326.6,28,10,10,2023-05-25T05:31:07,2023-05-25T20:15:23,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-26,22.6,11.8,17.6,22.6,11.8,17.6,2.3,37.9,0,0,0,,0,0,33.5,17.2,24.5,1024.2,13.1,16,324.2,27.9,10,10,2023-05-26T05:30:28,2023-05-26T20:16:13,0.23,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-27,25.2,13.8,19.3,25.2,13.8,19.3,4.3,38.5,0,0,0,,0,0,18.4,12.4,72.9,1025.5,23,16,312.8,27,9,10,2023-05-27T05:29:52,2023-05-27T20:17:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-28,25.5,15.4,20,25.5,15.4,20,4.5,36.9,0,0,0,,0,0,20.5,19.9,188,1020.2,26,16,312.1,27,10,10,2023-05-28T05:29:17,2023-05-28T20:17:52,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-29,25.5,16.8,20.7,25.5,16.8,20.7,8.4,46.4,0,0,0,,0,0,48.2,28.1,83.8,1016.8,17.4,16,305.1,26.6,9,10,2023-05-29T05:28:44,2023-05-29T20:18:39,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-05-30,20.9,13.5,16.8,20.9,13.5,16.8,7.7,55.7,0,0,0,,0,0,31.7,19.5,70.7,1022.5,10.3,15.9,307.6,26.7,9,10,2023-05-30T05:28:12,2023-05-30T20:19:26,0.36,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-05-31,24.2,10.9,17.3,24.2,10.9,17.3,9.6,63.4,0,0,0,,0,0,25.9,12.3,64.7,1022.2,14.4,15.6,316.9,27.5,10,10,2023-05-31T05:27:43,2023-05-31T20:20:12,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-01,29.7,15.4,22,28.6,15.4,21.8,12.4,58.3,0,0,0,,0,0,22.3,12.2,61.5,1018.5,5.6,14.9,308.4,26.6,9,10,2023-06-01T05:27:16,2023-06-01T20:20:56,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-02,31.3,19.2,24.2,30.9,19.2,24,13.8,54.5,4.048,100,8.33,rain,0,0,27.7,11.7,75,1012.6,22.2,14.4,287.3,24.9,10,10,2023-06-02T05:26:51,2023-06-02T20:21:39,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-03,21,14.4,18.5,21,14.4,18.5,12.9,70,0,0,0,,0,0,42.5,19.7,63.4,1015,83.6,15.2,91.1,7.9,3,10,2023-06-03T05:26:27,2023-06-03T20:22:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-04,20.4,9.8,15.3,20.4,9.8,15.3,6.2,55.9,0,0,0,,0,0,39.1,22.8,37.1,1016.5,70.9,16,186.8,16.2,7,10,2023-06-04T05:26:06,2023-06-04T20:23:02,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-05,24,13.5,19.1,24,13.5,19.1,6.9,46.6,0,0,0,,0,0,39.6,19.6,345.8,1011.5,53.2,15.5,238.7,20.6,8,10,2023-06-05T05:25:46,2023-06-05T20:23:41,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-06,25.6,16.4,20.3,25.6,16.4,20.3,6.4,40.6,0.254,100,12.5,rain,0,0,50,17.4,321.3,1004.9,58.1,7.8,237,20.5,9,10,2023-06-06T05:25:29,2023-06-06T20:24:19,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-07,20.7,14.6,17.8,20.7,14.6,17.8,5.4,44.5,0,0,0,,0,0,44.7,21.6,303.4,1003.6,79.3,4.2,164.2,14.2,6,10,2023-06-07T05:25:14,2023-06-07T20:24:56,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-08,21.6,13.3,17.5,21.6,13.3,17.5,6.6,49.5,0,0,0,,0,0,33.5,13.6,337.2,1005.7,89.5,6.6,207,17.8,8,10,2023-06-08T05:25:00,2023-06-08T20:25:31,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-09,22.8,14.6,18.5,22.8,14.6,18.5,8.3,52.3,0,0,0,,0,0,31.7,17.3,316.9,1006.8,70,16,225.8,19.4,9,10,2023-06-09T05:24:49,2023-06-09T20:26:05,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-10,25.4,14.6,20.2,25.4,14.6,20.2,9.3,51.5,0,0,0,,0,0,37.1,18.2,305.8,1008.3,42.5,15.8,282,24.4,10,10,2023-06-10T05:24:39,2023-06-10T20:26:37,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-11,27,18.5,22.4,27.2,18.5,22.5,14.5,62,0.297,100,8.33,rain,0,0,35.3,17.3,77.8,1010.7,49.5,12.6,230.4,19.9,7,10,2023-06-11T05:24:32,2023-06-11T20:27:08,0.77,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-12,25.1,19.7,22,25.1,19.7,22,17.3,75.4,3.921,100,16.67,rain,0,0,38.9,24.9,122.5,1007,71.4,11,158.9,13.7,6,10,2023-06-12T05:24:26,2023-06-12T20:27:37,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-13,26.1,18.1,21.7,26.1,18.1,21.7,12.3,58.5,0.835,100,4.17,rain,0,0,40.7,21.5,282.8,1004.4,61.2,15.5,287.9,24.9,9,10,2023-06-13T05:24:23,2023-06-13T20:28:04,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-14,24.1,18.5,20.4,24.1,18.5,20.4,12.7,62.2,5.34,100,25,rain,0,0,57.2,27.3,240.7,1001.2,43.9,15.7,181.2,15.4,8,30,2023-06-14T05:24:21,2023-06-14T20:28:30,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-15,25.4,16.4,21,25.4,16.4,21,11.7,56.4,0,0,0,,0,0,37.1,21.6,279.9,1003,50.5,16,233,20.1,7,10,2023-06-15T05:24:21,2023-06-15T20:28:54,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-16,26.2,18.1,20.8,26.2,18.1,20.8,13.1,63.1,5.278,100,12.5,rain,0,0,42.5,16.3,72.3,1006,50.4,14.7,180.9,15.7,8,10,2023-06-16T05:24:24,2023-06-16T20:29:16,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-17,25.1,16.9,20.3,25.1,16.9,20.3,11.7,60.6,0,0,0,,0,0,53.6,24.9,318.5,1004.9,66.7,13.8,241.6,21,8,10,2023-06-17T05:24:28,2023-06-17T20:29:37,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-18,26.5,17.6,22.2,26.5,17.6,22.2,11.1,49.8,0,0,0,,0,0,37.1,22.8,307,1010.1,47.5,14.9,284.5,24.7,9,10,2023-06-18T05:24:34,2023-06-18T20:29:56,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-19,26.5,18.8,22.1,26.5,18.8,22.1,14.1,61.2,0,0,0,,0,0,29.5,15.8,64.2,1016.9,30.1,16,286.8,24.8,9,10,2023-06-19T05:24:42,2023-06-19T20:30:13,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-20,24.7,17.9,20.8,24.7,17.9,20.8,13.8,65.5,0,0,0,,0,0,27.7,14.4,67.9,1022.1,65.8,15.8,245.8,21,9,10,2023-06-20T05:24:52,2023-06-20T20:30:28,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-21,22.2,16.8,19.2,22.2,16.8,19.2,12.4,65.2,0,0,0,,0,0,39.6,26.6,61.5,1024.3,68.7,16,203.3,17.5,6,10,2023-06-21T05:25:03,2023-06-21T20:30:41,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-22,21.8,15.8,18.5,21.8,15.8,18.5,12.9,70.4,0.157,100,8.33,rain,0,0,40.9,24.1,59.1,1021.1,96.5,14.7,97.1,8.4,3,10,2023-06-22T05:25:17,2023-06-22T20:30:52,0.15,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-23,22,18.4,20,22,18.4,20,17.4,85.2,1.016,100,12.5,rain,0,0,16.6,12.3,100,1016.8,98.5,13.1,62.5,5.3,2,10,2023-06-23T05:25:32,2023-06-23T20:31:02,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-24,25.7,20.6,22.8,25.7,20.6,22.8,20,84.5,1.382,100,20.83,rain,0,0,18.4,16.9,102.6,1010.8,77.6,12.3,159.6,13.9,6,30,2023-06-24T05:25:49,2023-06-24T20:31:09,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-25,27.8,21.5,24.4,29.6,21.5,24.6,19.9,76.4,0.16,100,8.33,rain,0,0,27.7,13.6,103.8,1009.4,34.3,15.4,220.6,19,10,30,2023-06-25T05:26:08,2023-06-25T20:31:15,0.24,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-26,25.6,21.3,22.8,25.6,21.3,22.8,19.8,83,6.181,100,41.67,rain,0,0,53.6,16.6,72.4,1007.6,58.5,11.9,126.2,10.8,5,10,2023-06-26T05:26:29,2023-06-26T20:31:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-27,25.3,19.7,21.9,25.3,19.7,21.9,19.1,84,8.274,100,29.17,rain,0,0,35.3,11.9,102.6,1005.7,71.8,11.5,160.4,13.7,7,10,2023-06-27T05:26:51,2023-06-27T20:31:20,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-06-28,27.8,19.6,23.5,28.3,19.6,23.6,17.4,70.2,0,0,0,,0,0,38.9,21.3,293.3,1009,61.7,14.3,215.7,18.7,8,30,2023-06-28T05:27:15,2023-06-28T20:31:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-29,27.7,18.7,23.4,27.6,18.7,23.5,15.1,60.5,0,0,0,,0,0,33.5,16.3,319.7,1015.4,54.1,11.3,274,23.9,10,10,2023-06-29T05:27:40,2023-06-29T20:31:18,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-06-30,28.7,20.9,24.5,28.6,20.9,24.6,16.6,63.4,0,0,0,,0,0,27.7,19.8,157.1,1017.1,31,6.4,264.3,22.9,8,10,2023-06-30T05:28:07,2023-06-30T20:31:13,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-07-01,27.8,20.9,24,28.1,20.9,24,15.4,59.5,0,0,0,,0,0,58.5,22.3,169,1016.7,38.8,11.5,256.9,22.3,8,10,2023-07-01T05:28:36,2023-07-01T20:31:07,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-07-02,30.1,21.7,25.1,32.8,21.7,25.7,20.7,77.5,6.926,100,25,rain,0,0,50.8,19.6,167.3,1011.1,78.8,10.7,169,14.5,8,30,2023-07-02T05:29:06,2023-07-02T20:30:58,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
New York,2023-07-03,31.2,23.2,26.7,33.5,23.2,27.7,21.1,72.8,10.832,100,20.83,rain,0,0,59.4,13.8,274.9,1009.7,53.2,14.9,229.8,19.8,9,30,2023-07-03T05:29:38,2023-07-03T20:30:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-07-04,27.9,23.6,25,30.4,23.6,25.1,21.6,81.7,12.906,100,33.33,rain,0,0,51.8,12.5,336.1,1012,59,12.9,147.4,12.5,8,60,2023-07-04T05:30:11,2023-07-04T20:30:36,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
New York,2023-07-05,33.2,22.2,27.7,33.9,22.2,28.4,19.4,63.7,0,0,0,,0,0,25.9,12.8,55.8,1014.5,13.2,12.4,306.7,26.6,9,30,2023-07-05T05:30:45,2023-07-05T20:30:21,0.58,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-06,31.6,24.7,28,34.2,24.7,29.3,20.7,65.6,0,0,0,,0,0,44.6,20.2,135.5,1013.4,13.6,15.6,304.7,26.4,9,30,2023-07-06T05:31:21,2023-07-06T20:30:05,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-07,30.2,24.1,26.4,33,24.1,27.3,21.2,73.9,0,0,0,,0,0,27.7,15.5,69.3,1011.1,54.2,15.5,270,23.3,9,30,2023-07-07T05:31:58,2023-07-07T20:29:46,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-08,30.6,24.5,26.5,33.5,24.5,27.6,21.7,75.3,0,0,0,,0,0,63,30,115.3,1010.5,61.9,15.1,205.6,17.9,9,60,2023-07-08T05:32:37,2023-07-08T20:29:25,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-09,27.5,22.6,25.3,29.6,22.6,25.8,21.9,81.8,19.762,100,33.33,rain,0,0,38.9,22.6,109.6,1009.6,83.1,13.7,134.2,11.7,5,30,2023-07-09T05:33:16,2023-07-09T20:29:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-10,29,22.6,25.3,29.4,22.6,25.5,18.8,69.7,0.176,100,4.17,rain,0,0,40.7,18.8,326.3,1007.8,70,15.4,212.4,18.3,9,10,2023-07-10T05:33:57,2023-07-10T20:28:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-11,31.2,21,26.5,30.7,21,26.4,14.4,48.2,0,0,0,,0,0,27.7,16.3,293.7,1011.5,15.1,16,277.3,23.9,10,10,2023-07-11T05:34:39,2023-07-11T20:28:12,0.79,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-12,32.5,24.5,28.7,31.9,24.5,28.6,15.6,46,0,0,0,,0,0,37.1,15.2,262.3,1012.8,25.2,16,288.6,25,10,10,2023-07-12T05:35:22,2023-07-12T20:27:43,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-13,31.4,25.2,28.4,34.7,25.2,30.2,20,60.5,0,0,0,,0,0,49.3,27,172.9,1010.7,26.1,15.8,254.7,22.1,10,60,2023-07-13T05:36:06,2023-07-13T20:27:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-14,28.5,22.8,25.8,31.3,22.8,26.8,20.7,74,4.444,100,20.83,rain,0,0,31.7,18.9,63.1,1011.8,68.2,15.5,200.7,17.3,9,60,2023-07-14T05:36:51,2023-07-14T20:26:40,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
New York,2023-07-15,30.7,22.4,25.8,34.4,22.4,27.1,22.3,82,5.388,100,16.67,rain,0,0,47.9,25.5,97.9,1013.3,58.8,13.1,245.9,21.3,10,60,2023-07-15T05:37:38,2023-07-15T20:26:06,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"
